,201613833,201621008,201612308,201615899,201617439,201615407,201617456,201617455,201516089,201621050,201612352,201617985,201615939,201612869,201529926,201614408,201619024,201616465,201620063,201614963,201615476,201619065,201622142,201612934,201618058,201618572,201622158,201619088,201612947,201616020,201520286,201618080,201621666,201534116,201620658,201532088,201611961,201616570,201511612,201619132,201612480,201614530,201615554,201617608,201619152,201623275,201617649,201619703,201617147,201619717,201622280,201621264,201613592,201616154,201619238,201612583,201622315,201614127,201613623,201615678,201623874,201614659,201615180,201619790,201617231,201613137,201616724,201612633,201615709,201614694,201620842,201617787,201622930,201514907,201617318,201612203,201612716,201619372,201613231,201623983,201622450,201613762,201619397,201532361,201622994,201619930,201614811,201612765,201613807,201611767
201520286,0.16666666666666666,0.16666666666666666,0.1875,0.375,0.1875,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.2,0.16666666666666666,0.2,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.17647058823529413,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.17647058823529413,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.1875,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.5,0.16666666666666666,0.2,0.16666666666666666,0.1875,0.16666666666666666,0.5,0.16666666666666666,0.1875,0.21428571428571427,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.17647058823529413,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1875,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2,0.1875,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.1875,0.16666666666666666
201618080,0.16666666666666666,0.16666666666666666,0.1875,0.375,0.1875,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2,0.3333333333333333,0.2,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.35294117647058826,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.1875,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.2,0.16666666666666666,0.1875,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1875,0.21428571428571427,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.17647058823529413,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1875,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.2,0.375,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.375,0.3333333333333333
201621666,0.375,0.1875,0.1875,0.1875,0.375,0.1875,0.1875,0.1875,0.2,0.1875,0.2,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.375,0.375,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.0,0.1875,0.1875,0.1875,0.1875,0.1875,0.0,0.1875,0.1875,0.25,0.2,0.1875,0.1875,0.1875,0.1875,0.1875,0.5625,0.21428571428571427,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.375,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.4,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.4,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875
201534116,0.16666666666666666,0.16666666666666666,0.375,0.1875,0.1875,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.2,0.16666666666666666,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.17647058823529413,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.17647058823529413,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.1875,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.2,0.16666666666666666,0.1875,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.1875,0.21428571428571427,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.17647058823529413,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.1875,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2,0.1875,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.1875,0.16666666666666666
201620658,0.16666666666666666,0.15789473684210525,0.1875,0.1875,0.1875,0.16666666666666666,0.3157894736842105,0.3333333333333333,0.2,0.15789473684210525,0.4,0.16666666666666666,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.3333333333333333,0.4117647058823529,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.3157894736842105,0.3157894736842105,0.3333333333333333,0.35294117647058826,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.1875,0.16666666666666666,0.0,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.0,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.2,0.15789473684210525,0.1875,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.1875,0.21428571428571427,0.47368421052631576,0.3157894736842105,0.16666666666666666,0.3333333333333333,0.15789473684210525,0.16666666666666666,0.35294117647058826,0.16666666666666666,0.16666666666666666,0.3157894736842105,0.16666666666666666,0.15789473684210525,0.21052631578947367,0.16666666666666666,0.3157894736842105,0.16666666666666666,0.16666666666666666,0.3157894736842105,0.5625,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.2,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.3333333333333333,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.4,0.25,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.1875,0.47368421052631576
201532088,0.16666666666666666,0.15789473684210525,0.1875,0.375,0.1875,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.4,0.15789473684210525,0.2,0.16666666666666666,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.3333333333333333,0.17647058823529413,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.17647058823529413,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.1875,0.16666666666666666,0.15789473684210525,0.0,0.15789473684210525,0.15789473684210525,0.0,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.4,0.3157894736842105,0.1875,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.375,0.42857142857142855,0.3157894736842105,0.15789473684210525,0.3333333333333333,0.3333333333333333,0.15789473684210525,0.16666666666666666,0.17647058823529413,0.3333333333333333,0.16666666666666666,0.3157894736842105,0.16666666666666666,0.3157894736842105,0.3157894736842105,0.16666666666666666,0.15789473684210525,0.3333333333333333,0.3333333333333333,0.3157894736842105,0.1875,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.2,0.15789473684210525,0.15789473684210525,0.3333333333333333,0.3333333333333333,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.2,0.1875,0.16666666666666666,0.15789473684210525,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.1875,0.15789473684210525
201611961,0.16666666666666666,0.15,0.1875,0.375,0.1875,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.2,0.15789473684210525,0.2,0.16666666666666666,0.3157894736842105,0.3157894736842105,0.15789473684210525,0.3333333333333333,0.17647058823529413,0.15789473684210525,0.15,0.3684210526315789,0.3157894736842105,0.2,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.3333333333333333,0.23529411764705882,0.21052631578947367,0.15789473684210525,0.3157894736842105,0.16666666666666666,0.3333333333333333,0.1875,0.16666666666666666,0.3157894736842105,0.15789473684210525,0.0,0.3,0.0,0.3,0.15789473684210525,0.15789473684210525,0.2,0.3,0.375,0.15789473684210525,0.15,0.3157894736842105,0.1875,0.21428571428571427,0.3157894736842105,0.15,0.16666666666666666,0.16666666666666666,0.15,0.16666666666666666,0.17647058823529413,0.16666666666666666,0.16666666666666666,0.15,0.16666666666666666,0.15,0.15,0.3333333333333333,0.3157894736842105,0.16666666666666666,0.3333333333333333,0.15789473684210525,0.25,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2,0.15789473684210525,0.3157894736842105,0.16666666666666666,0.3333333333333333,0.3157894736842105,0.15,0.15,0.2,0.1875,0.16666666666666666,0.15,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1875,0.3
201616570,0.16666666666666666,0.5,0.1875,0.375,0.4375,0.3333333333333333,0.15789473684210525,0.16666666666666666,0.2,0.15789473684210525,0.2,0.16666666666666666,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.4117647058823529,0.3684210526315789,0.3,0.15789473684210525,0.15789473684210525,0.15,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.4117647058823529,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.3333333333333333,0.1875,0.16666666666666666,0.15789473684210525,0.15789473684210525,0.3,0.0,0.0,0.2,0.15789473684210525,0.15789473684210525,0.2,0.15,0.1875,0.15789473684210525,0.15,0.15789473684210525,0.1875,0.5,0.15789473684210525,0.3,0.16666666666666666,0.16666666666666666,0.2,0.16666666666666666,0.23529411764705882,0.16666666666666666,0.3333333333333333,0.35,0.16666666666666666,0.15,0.35,0.3888888888888889,0.47368421052631576,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.1875,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2,0.15789473684210525,0.15789473684210525,0.3333333333333333,0.16666666666666666,0.15789473684210525,0.15,0.35,0.2,0.1875,0.16666666666666666,0.15,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1875,0.15
201511612,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201619132,0.16666666666666666,0.2,0.1875,0.1875,0.25,0.16666666666666666,0.3157894736842105,0.16666666666666666,0.2,0.3157894736842105,0.4,0.16666666666666666,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.4117647058823529,0.21052631578947367,0.15,0.15789473684210525,0.15789473684210525,0.15,0.15789473684210525,0.15789473684210525,0.3157894736842105,0.16666666666666666,0.23529411764705882,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.1875,0.16666666666666666,0.3157894736842105,0.15789473684210525,0.3,0.2,0.0,0.0,0.15789473684210525,0.15789473684210525,0.2,0.15,0.1875,0.15789473684210525,0.15,0.3157894736842105,0.1875,0.2857142857142857,0.15789473684210525,0.15,0.3333333333333333,0.16666666666666666,0.35,0.16666666666666666,0.4117647058823529,0.16666666666666666,0.16666666666666666,0.35,0.16666666666666666,0.3,0.2,0.2222222222222222,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.3157894736842105,0.375,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2,0.15789473684210525,0.3157894736842105,0.16666666666666666,0.16666666666666666,0.3157894736842105,0.15,0.2,0.2,0.1875,0.3333333333333333,0.3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1875,0.15
201612480,0.3333333333333333,0.15789473684210525,0.1875,0.375,0.1875,0.16666666666666666,0.15789473684210525,0.3333333333333333,0.4,0.15789473684210525,0.2,0.16666666666666666,0.15789473684210525,0.15789473684210525,0.3157894736842105,0.16666666666666666,0.17647058823529413,0.15789473684210525,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.16666666666666666,0.17647058823529413,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.5,0.16666666666666666,0.1875,0.3333333333333333,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.0,0.15789473684210525,0.0,0.15789473684210525,0.2,0.15789473684210525,0.1875,0.15789473684210525,0.47368421052631576,0.15789473684210525,0.1875,0.21428571428571427,0.3157894736842105,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.3157894736842105,0.16666666666666666,0.17647058823529413,0.5,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.5,0.3157894736842105,0.1875,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.2,0.15789473684210525,0.15789473684210525,0.3333333333333333,0.3333333333333333,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.2,0.1875,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.1875,0.15789473684210525
201614530,0.16666666666666666,0.15789473684210525,0.1875,0.1875,0.1875,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.2,0.3157894736842105,0.2,0.16666666666666666,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.17647058823529413,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.47368421052631576,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.3333333333333333,0.35294117647058826,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.3333333333333333,0.25,0.16666666666666666,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.0,0.15789473684210525,0.15789473684210525,0.0,0.2,0.15789473684210525,0.1875,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.1875,0.21428571428571427,0.3157894736842105,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.3157894736842105,0.16666666666666666,0.17647058823529413,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.3333333333333333,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.1875,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.2,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.2,0.375,0.16666666666666666,0.15789473684210525,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.375,0.3157894736842105
201615554,0.2,0.2,0.2,0.4,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.4,0.2,0.2,0.2,0.42857142857142855,0.2,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2
201617608,0.16666666666666666,0.15,0.1875,0.1875,0.1875,0.3333333333333333,0.3157894736842105,0.16666666666666666,0.2,0.15789473684210525,0.2,0.16666666666666666,0.3157894736842105,0.3157894736842105,0.15789473684210525,0.16666666666666666,0.17647058823529413,0.15789473684210525,0.15,0.3157894736842105,0.3157894736842105,0.2,0.15789473684210525,0.15789473684210525,0.3157894736842105,0.3333333333333333,0.17647058823529413,0.15789473684210525,0.3157894736842105,0.3157894736842105,0.16666666666666666,0.16666666666666666,0.1875,0.16666666666666666,0.15789473684210525,0.3157894736842105,0.3,0.15,0.0,0.15,0.15789473684210525,0.15789473684210525,0.2,0.0,0.375,0.15789473684210525,0.2,0.3157894736842105,0.375,0.21428571428571427,0.15789473684210525,0.15,0.16666666666666666,0.16666666666666666,0.15,0.16666666666666666,0.17647058823529413,0.16666666666666666,0.3333333333333333,0.15,0.16666666666666666,0.15,0.3,0.3333333333333333,0.15789473684210525,0.16666666666666666,0.3333333333333333,0.15789473684210525,0.1875,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2,0.3157894736842105,0.15789473684210525,0.16666666666666666,0.3333333333333333,0.15789473684210525,0.15,0.15,0.2,0.1875,0.16666666666666666,0.15,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1875,0.15
201619152,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.2,0.1875,0.2,0.1875,0.1875,0.375,0.1875,0.1875,0.1875,0.1875,0.1875,0.5625,0.5625,0.1875,0.375,0.1875,0.375,0.5625,0.1875,0.375,0.1875,0.375,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.375,0.1875,0.0,0.1875,0.1875,0.1875,0.2,0.375,0.0,0.4375,0.375,0.375,0.1875,0.2857142857142857,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.25,0.1875,0.375,0.1875,0.375,0.1875,0.1875,0.375,0.1875,0.1875,0.375,0.1875,0.1875,0.1875,0.2,0.1875,0.1875,0.1875,0.1875,0.625,0.375,0.1875,0.2,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875
201623275,0.16666666666666666,0.3157894736842105,0.375,0.1875,0.375,0.16666666666666666,0.3157894736842105,0.16666666666666666,0.4,0.15789473684210525,0.2,0.16666666666666666,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.17647058823529413,0.15789473684210525,0.15789473684210525,0.47368421052631576,0.3157894736842105,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.17647058823529413,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.1875,0.16666666666666666,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.0,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.4,0.15789473684210525,0.4375,0.0,0.15789473684210525,0.15789473684210525,0.1875,0.2857142857142857,0.15789473684210525,0.15789473684210525,0.3333333333333333,0.16666666666666666,0.3157894736842105,0.16666666666666666,0.17647058823529413,0.16666666666666666,0.16666666666666666,0.21052631578947367,0.16666666666666666,0.3157894736842105,0.15789473684210525,0.3333333333333333,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.1875,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6,0.3157894736842105,0.47368421052631576,0.16666666666666666,0.16666666666666666,0.3684210526315789,0.3157894736842105,0.3157894736842105,0.2,0.1875,0.16666666666666666,0.3157894736842105,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.375,0.15789473684210525
201617649,0.16666666666666666,0.15,0.1875,0.375,0.1875,0.16666666666666666,0.15789473684210525,0.3333333333333333,0.2,0.15789473684210525,0.2,0.16666666666666666,0.15789473684210525,0.15789473684210525,0.47368421052631576,0.16666666666666666,0.17647058823529413,0.15789473684210525,0.15,0.15789473684210525,0.15789473684210525,0.15,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.16666666666666666,0.17647058823529413,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.5,0.16666666666666666,0.1875,0.3333333333333333,0.15789473684210525,0.15789473684210525,0.15,0.15,0.0,0.15,0.47368421052631576,0.15789473684210525,0.2,0.2,0.375,0.15789473684210525,0.0,0.15789473684210525,0.1875,0.21428571428571427,0.15789473684210525,0.15,0.16666666666666666,0.16666666666666666,0.3,0.16666666666666666,0.17647058823529413,0.3333333333333333,0.16666666666666666,0.15,0.16666666666666666,0.15,0.15,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.1875,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.2,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.15,0.15,0.2,0.1875,0.16666666666666666,0.15,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.1875,0.15
201619703,0.16666666666666666,0.15789473684210525,0.1875,0.1875,0.1875,0.3333333333333333,0.15789473684210525,0.16666666666666666,0.2,0.3157894736842105,0.2,0.3333333333333333,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.16666666666666666,0.17647058823529413,0.15789473684210525,0.15789473684210525,0.3157894736842105,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.5,0.17647058823529413,0.15789473684210525,0.15789473684210525,0.3157894736842105,0.16666666666666666,0.16666666666666666,0.1875,0.16666666666666666,0.15789473684210525,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.0,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.2,0.3157894736842105,0.375,0.15789473684210525,0.15789473684210525,0.0,0.1875,0.21428571428571427,0.15789473684210525,0.15789473684210525,0.3333333333333333,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.17647058823529413,0.16666666666666666,0.3333333333333333,0.15789473684210525,0.16666666666666666,0.3157894736842105,0.15789473684210525,0.3333333333333333,0.15789473684210525,0.16666666666666666,0.3333333333333333,0.15789473684210525,0.1875,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.2,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.2,0.1875,0.3333333333333333,0.3157894736842105,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1875,0.15789473684210525
201617147,0.5625,0.375,0.1875,0.1875,0.375,0.1875,0.1875,0.1875,0.2,0.1875,0.2,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.375,0.375,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.5625,0.1875,0.1875,0.375,0.1875,0.1875,0.0,0.1875,0.1875,0.1875,0.2,0.375,0.1875,0.1875,0.1875,0.1875,0.0,0.21428571428571427,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.375,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.4,0.25,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.4,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875
201619717,0.21428571428571427,0.5,0.21428571428571427,0.42857142857142855,0.5,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.42857142857142855,0.5,0.5,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.5,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.42857142857142855,0.21428571428571427,0.5,0.0,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.42857142857142855,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.42857142857142855,0.2857142857142857,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.5714285714285714,0.21428571428571427,0.42857142857142855,0.7142857142857143,0.5,0.21428571428571427,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.42857142857142855,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.5,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427
201622280,0.16666666666666666,0.15789473684210525,0.1875,0.1875,0.1875,0.16666666666666666,0.15789473684210525,0.3333333333333333,0.4,0.3157894736842105,0.2,0.16666666666666666,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.3333333333333333,0.17647058823529413,0.3157894736842105,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.3157894736842105,0.15789473684210525,0.3333333333333333,0.35294117647058826,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.16666666666666666,0.3333333333333333,0.1875,0.16666666666666666,0.47368421052631576,0.3157894736842105,0.3157894736842105,0.15789473684210525,0.0,0.15789473684210525,0.3157894736842105,0.3157894736842105,0.2,0.15789473684210525,0.1875,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.1875,0.21428571428571427,0.0,0.3157894736842105,0.16666666666666666,0.16666666666666666,0.15789473684210525,0.16666666666666666,0.17647058823529413,0.3333333333333333,0.16666666666666666,0.15789473684210525,0.3333333333333333,0.15789473684210525,0.15789473684210525,0.2222222222222222,0.3157894736842105,0.16666666666666666,0.3333333333333333,0.3157894736842105,0.375,0.16666666666666666,0.5,0.8333333333333334,0.16666666666666666,0.2,0.15789473684210525,0.15789473684210525,0.3333333333333333,0.5,0.15789473684210525,0.3684210526315789,0.15789473684210525,0.2,0.375,0.16666666666666666,0.15789473684210525,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,0.631578947368421
